2017-12-06 12:52:59	load	192.168.50.12	0.0
2017-12-06 12:53:05	load	192.168.50.12	0.0
2017-12-06 12:53:11	load	192.168.50.12	6.7
2017-12-06 12:53:17	load	192.168.50.12	6.2
2017-12-06 12:53:23	load	192.168.50.12	0.0
2017-12-06 12:53:29	load	192.168.50.12	6.2
2017-12-06 12:53:35	load	192.168.50.12	0.0
2017-12-06 12:53:41	load	192.168.50.12	0.0
2017-12-06 12:53:47	load	192.168.50.12	6.7
2017-12-06 12:53:53	load	192.168.50.12	0.0
2017-12-06 12:53:59	avgload	192.168.50.12	2.58
2017-12-06 12:53:59	number_backends	1
2017-12-06 12:54:01	load	192.168.50.12	0.0
2017-12-06 12:54:07	load	192.168.50.12	0.0
2017-12-06 12:54:13	load	192.168.50.12	0.0
2017-12-06 12:54:19	load	192.168.50.12	0.0
2017-12-06 12:54:25	load	192.168.50.12	0.0
2017-12-06 12:54:31	load	192.168.50.12	0.0
2017-12-06 12:54:37	load	192.168.50.12	0.0
2017-12-06 12:54:43	load	192.168.50.12	6.7
2017-12-06 12:54:49	load	192.168.50.12	0.0
2017-12-06 12:54:56	load	192.168.50.12	0.0
2017-12-06 12:55:01	avgload	192.168.50.12	0.67
2017-12-06 12:55:01	number_backends	1
2017-12-06 12:55:03	load	192.168.50.12	0.0
2017-12-06 12:55:09	load	192.168.50.12	0.0
2017-12-06 12:55:15	load	192.168.50.12	0.0
2017-12-06 12:55:21	load	192.168.50.12	106.7
2017-12-06 12:55:27	load	192.168.50.12	100.0
2017-12-06 12:55:34	load	192.168.50.12	100.0
2017-12-06 12:55:40	load	192.168.50.12	100.0
2017-12-06 12:55:46	load	192.168.50.12	0.0
2017-12-06 12:55:52	load	192.168.50.12	0.0
2017-12-06 12:55:58	load	192.168.50.12	0.0
2017-12-06 12:56:03	avgload	192.168.50.12	40.67
2017-12-06 12:56:03	number_backends	1
2017-12-06 12:56:05	load	192.168.50.12	0.0
2017-12-06 12:56:11	load	192.168.50.12	0.0
2017-12-06 12:56:18	load	192.168.50.12	6.2
2017-12-06 12:56:24	load	192.168.50.12	100.0
2017-12-06 12:56:30	load	192.168.50.12	100.0
2017-12-06 12:56:36	load	192.168.50.12	100.0
2017-12-06 12:56:42	load	192.168.50.12	93.8
2017-12-06 12:56:48	load	192.168.50.12	0.0
2017-12-06 12:56:54	load	192.168.50.12	0.0
2017-12-06 12:57:00	load	192.168.50.12	0.0
2017-12-06 12:57:06	avgload	192.168.50.12	40.0
2017-12-06 12:57:06	number_backends	1
2017-12-06 12:57:07	load	192.168.50.12	6.2
2017-12-06 12:57:14	load	192.168.50.12	0.0
2017-12-06 12:57:20	load	192.168.50.12	93.8
2017-12-06 12:57:26	load	192.168.50.12	100.0
2017-12-06 12:57:32	load	192.168.50.12	100.0
2017-12-06 12:57:38	load	192.168.50.12	93.8
2017-12-06 12:57:44	load	192.168.50.12	6.7
2017-12-06 12:57:50	load	192.168.50.12	0.0
2017-12-06 12:57:56	load	192.168.50.12	13.4
2017-12-06 12:58:02	load	192.168.50.12	0.0
2017-12-06 12:58:08	avgload	192.168.50.12	41.39
2017-12-06 12:58:08	number_backends	1
2017-12-06 12:58:10	load	192.168.50.12	6.2
2017-12-06 12:58:16	load	192.168.50.12	6.2
2017-12-06 12:58:22	load	192.168.50.12	100.0
2017-12-06 12:58:28	load	192.168.50.12	100.0
2017-12-06 12:58:34	load	192.168.50.12	100.0
2017-12-06 12:58:40	load	192.168.50.12	6.7
2017-12-06 12:58:46	load	192.168.50.12	0.0
2017-12-06 12:58:52	load	192.168.50.12	6.2
2017-12-06 12:58:58	load	192.168.50.12	0.0
2017-12-06 12:59:04	load	192.168.50.12	6.7
2017-12-06 12:59:10	avgload	192.168.50.12	33.199999999999996
2017-12-06 12:59:10	number_backends	1
2017-12-06 12:59:12	load	192.168.50.12	6.2
2017-12-06 12:59:18	load	192.168.50.12	100.0
2017-12-06 12:59:25	load	192.168.50.12	93.8
2017-12-06 12:59:31	load	192.168.50.12	100.0
2017-12-06 12:59:37	load	192.168.50.12	100.0
2017-12-06 12:59:43	load	192.168.50.12	0.0
2017-12-06 12:59:49	load	192.168.50.12	0.0
2017-12-06 12:59:55	load	192.168.50.12	0.0
2017-12-06 13:00:01	load	192.168.50.12	0.0
2017-12-06 13:00:07	load	192.168.50.12	0.0
2017-12-06 13:00:13	avgload	192.168.50.12	40.0
2017-12-06 13:00:13	number_backends	1
2017-12-06 13:00:15	load	192.168.50.12	100.0
2017-12-06 13:00:21	load	192.168.50.12	100.0
2017-12-06 13:00:27	load	192.168.50.12	93.8
2017-12-06 13:00:33	load	192.168.50.12	100.0
2017-12-06 13:00:39	load	192.168.50.12	6.2
2017-12-06 13:00:45	load	192.168.50.12	6.7
2017-12-06 13:00:51	load	192.168.50.12	0.0
2017-12-06 13:00:57	load	192.168.50.12	0.0
2017-12-06 13:01:03	load	192.168.50.12	6.7
2017-12-06 13:01:09	load	192.168.50.12	100.0
2017-12-06 13:01:15	avgload	192.168.50.12	51.339999999999996
2017-12-06 13:01:15	number_backends	1
2017-12-06 13:01:17	load	192.168.50.12	100.0
2017-12-06 13:01:23	load	192.168.50.12	100.0
2017-12-06 13:01:29	load	192.168.50.12	6.2
2017-12-06 13:01:35	load	192.168.50.12	0.0
2017-12-06 13:01:41	load	192.168.50.12	0.0
2017-12-06 13:01:47	load	192.168.50.12	6.2
2017-12-06 13:01:53	load	192.168.50.12	6.7
2017-12-06 13:01:59	load	192.168.50.12	100.0
2017-12-06 13:02:05	load	192.168.50.12	93.8
2017-12-06 13:02:11	load	192.168.50.12	100.0
2017-12-06 13:02:17	avgload	192.168.50.12	51.29
2017-12-06 13:02:17	number_backends	1
2017-12-06 13:02:19	load	192.168.50.12	93.8
2017-12-06 13:02:25	load	192.168.50.12	0.0
2017-12-06 13:02:31	load	192.168.50.12	6.7
2017-12-06 13:02:37	load	192.168.50.12	6.7
2017-12-06 13:02:43	load	192.168.50.12	6.2
2017-12-06 13:02:49	load	192.168.50.12	0.0
2017-12-06 13:02:55	load	192.168.50.12	100.0
2017-12-06 13:03:01	load	192.168.50.12	100.0
2017-12-06 13:03:07	load	192.168.50.12	93.8
2017-12-06 13:03:14	load	192.168.50.12	100.0
2017-12-06 13:03:19	avgload	192.168.50.12	50.72
2017-12-06 13:03:19	number_backends	1
2017-12-06 13:03:21	load	192.168.50.12	0.0
2017-12-06 13:03:27	load	192.168.50.12	0.0
2017-12-06 13:03:33	load	192.168.50.12	6.7
2017-12-06 13:03:39	load	192.168.50.12	0.0
2017-12-06 13:03:45	load	192.168.50.12	93.8
2017-12-06 13:03:51	load	192.168.50.12	106.7
2017-12-06 13:03:58	load	192.168.50.12	100.0
2017-12-06 13:04:04	load	192.168.50.12	100.0
2017-12-06 13:04:10	load	192.168.50.12	0.0
2017-12-06 13:04:16	load	192.168.50.12	6.7
2017-12-06 13:04:21	avgload	192.168.50.12	41.39
2017-12-06 13:04:21	number_backends	1
2017-12-06 13:04:23	load	192.168.50.12	6.2
2017-12-06 13:04:29	load	192.168.50.12	6.7
2017-12-06 13:04:35	load	192.168.50.12	93.8
2017-12-06 13:04:41	load	192.168.50.12	93.8
2017-12-06 13:04:48	load	192.168.50.12	100.0
2017-12-06 13:04:54	load	192.168.50.12	100.0
2017-12-06 13:05:00	load	192.168.50.12	6.7
2017-12-06 13:05:06	load	192.168.50.12	6.7
2017-12-06 13:05:12	load	192.168.50.12	0.0
2017-12-06 13:05:18	load	192.168.50.12	0.0
2017-12-06 13:05:24	avgload	192.168.50.12	41.39
2017-12-06 13:05:24	number_backends	1
2017-12-06 13:05:25	load	192.168.50.12	100.0
2017-12-06 13:05:32	load	192.168.50.12	100.0
2017-12-06 13:05:38	load	192.168.50.12	106.7
2017-12-06 13:05:44	load	192.168.50.12	106.7
2017-12-06 13:05:50	load	192.168.50.12	0.0
2017-12-06 13:05:56	load	192.168.50.12	6.7
2017-12-06 13:06:02	load	192.168.50.12	6.2
2017-12-06 13:06:08	load	192.168.50.12	0.0
2017-12-06 13:06:14	load	192.168.50.12	6.2
2017-12-06 13:06:20	load	192.168.50.12	93.8
2017-12-06 13:06:26	avgload	192.168.50.12	52.629999999999995
2017-12-06 13:06:26	number_backends	1
2017-12-06 13:06:28	load	192.168.50.12	106.7
2017-12-06 13:06:34	load	192.168.50.12	106.2
2017-12-06 13:06:40	load	192.168.50.12	0.0
2017-12-06 13:06:46	load	192.168.50.12	0.0
2017-12-06 13:06:52	load	192.168.50.12	0.0
2017-12-06 13:06:58	load	192.168.50.12	0.0
2017-12-06 13:07:04	load	192.168.50.12	93.3
2017-12-06 13:07:10	load	192.168.50.12	100.0
2017-12-06 13:07:16	load	192.168.50.12	93.8
2017-12-06 13:07:22	load	192.168.50.12	100.0
2017-12-06 13:07:28	avgload	192.168.50.12	60.0
2017-12-06 13:07:28	number_backends	1
2017-12-06 13:07:30	load	192.168.50.12	0.0
2017-12-06 13:07:36	load	192.168.50.12	0.0
2017-12-06 13:07:42	load	192.168.50.12	0.0
2017-12-06 13:07:48	load	192.168.50.12	0.0
2017-12-06 13:07:54	load	192.168.50.12	100.0
2017-12-06 13:08:00	load	192.168.50.12	100.0
2017-12-06 13:08:06	load	192.168.50.12	100.0
2017-12-06 13:08:12	load	192.168.50.12	100.0
2017-12-06 13:08:18	load	192.168.50.12	0.0
2017-12-06 13:08:24	load	192.168.50.12	0.0
2017-12-06 13:08:30	avgload	192.168.50.12	40.0
2017-12-06 13:08:30	number_backends	1
2017-12-06 13:08:32	load	192.168.50.12	0.0
2017-12-06 13:08:38	load	192.168.50.12	100.0
2017-12-06 13:08:44	load	192.168.50.12	100.0
2017-12-06 13:08:50	load	192.168.50.12	93.8
2017-12-06 13:08:56	load	192.168.50.12	93.8
2017-12-06 13:09:02	load	192.168.50.12	0.0
2017-12-06 13:09:09	load	192.168.50.12	0.0
2017-12-06 13:09:15	load	192.168.50.12	0.0
2017-12-06 13:09:21	load	192.168.50.12	100.0
2017-12-06 13:09:27	load	192.168.50.12	100.0
2017-12-06 13:09:32	avgload	192.168.50.12	58.760000000000005
2017-12-06 13:09:32	number_backends	1
2017-12-06 13:09:34	load	192.168.50.12	93.8
2017-12-06 13:09:40	load	192.168.50.12	93.8
2017-12-06 13:09:46	load	192.168.50.12	6.7
2017-12-06 13:09:53	load	192.168.50.12	13.4
2017-12-06 13:09:59	load	192.168.50.12	0.0
2017-12-06 13:10:05	load	192.168.50.12	100.0
2017-12-06 13:10:11	load	192.168.50.12	100.0
2017-12-06 13:10:17	load	192.168.50.12	106.7
2017-12-06 13:10:23	load	192.168.50.12	100.0
2017-12-06 13:10:29	load	192.168.50.12	0.0
2017-12-06 13:10:35	avgload	192.168.50.12	61.44
2017-12-06 13:10:35	number_backends	1
2017-12-06 13:10:35	backend_create
2017-12-06 13:10:39	load	192.168.50.12	6.7
2017-12-06 13:10:45	load	192.168.50.12	0.0
2017-12-06 13:10:51	load	192.168.50.12	93.8
2017-12-06 13:10:57	load	192.168.50.12	113.4
2017-12-06 13:11:03	load	192.168.50.12	106.7
2017-12-06 13:11:09	load	192.168.50.12	100.0
2017-12-06 13:11:15	load	192.168.50.12	6.2
2017-12-06 13:11:21	load	192.168.50.12	0.0
2017-12-06 13:11:27	load	192.168.50.12	0.0
2017-12-06 13:11:33	load	192.168.50.12	100.0
2017-12-06 13:11:39	avgload	192.168.50.12	52.67999999999999
2017-12-06 13:11:39	number_backends	1
2017-12-06 13:11:41	load	192.168.50.12	93.8
2017-12-06 13:11:47	load	192.168.50.12	93.8
2017-12-06 13:11:53	load	192.168.50.12	18.6
2017-12-06 13:11:59	load	192.168.50.12	6.2
2017-12-06 13:12:05	load	192.168.50.12	0.0
2017-12-06 13:12:11	load	192.168.50.12	0.0
2017-12-06 13:12:17	load	192.168.50.12	6.7
